PublicationNumber,Title,Year,Abstract,Journal,Authors,PMID,DOI,Comments,Question,Answer
beca8ec4-ca41-409c-8391-949a34ba63bc,MiR-21 protected human glioblastoma U87MG cells from chemotherapeutic drug temozolomide induced apoptosis by decreasing Bax/Bcl-2 ratio and caspase-3 activity,2010,MicroRNAs (miRNAs) are small noncoding RNA molecules that regulate protein expression by cleaving or repressing the translation of target mRNAs. In mammal animals their function mainly represses the target mRNAs transcripts via imperfectly complementary to the 3'UTR of target mRNAs. Several miRNAs have been recently reported to be involved in modulation of glioma development especially some up-regulated miRNAs such as microRNA-21 (miR-21) which has been found to function as an oncogene in cultured glioblastoma multiforme cells. Temozolomide (TMZ) an alkylating agent is a promising chemotherapeutic agent for treating glioblastoma. However resistance develops quickly and with high frequency. To explore the mechanism of resistance we found that miR-21 could protect human glioblastoma U87MG cells from TMZ induced apoptosis. Our studies showed that TMZ markedly enhanced apoptosis in U87MG cells compared with untreated cells (P < 0.05). However over-express miR-21 in U87MG cells could significantly reduce TMZ-induced apoptosis (P < 0.05). Pro-apoptotic Bax and anti-apoptotic Bcl-2 proteins are known to regulate the apoptosis of glioma cells. Bcl-2 resistance to induction of apoptosis constitutes one major obstacle to chemotherapy in many cancer cells. Bax is shown to correlate with an increased survival of glioblastoma multiforme patients. Further research demonstrated that the mechanism was associated with a shift in Bax/Bcl-2 ratio and change in caspase-3 activity. Compared to control cells cells treated with TMZ showed a significant increase in the Bax/Bcl-2 ratio and caspase-3 activity (P < 0.01). However such effect was partly prevented by treatment of cells with miR-21 overexpression before which appeared to downregulate the Bax expression upregulate the Bcl-2 expression and decrease caspase-3 activity. Taken together these results suggested that over-express miR-21 could inhibit TMZ-induced apoptosis in U87MG cells at least in part by decreasing Bax/Bcl-2 ratio and caspase-3 activity which highlighted the possibility of miR-21 overexpression in the clinical resistance to chemotherapeutic therapy of TMZ. © 2010 Elsevier B.V. All rights reserved.,,Z ,,10.1016/j.brainres.2010.07.009,,Is this publication relevent to this project?,
c785aafc-b3c4-4998-a590-1f46247645ed,The Pan-Bcl-2 Inhibitor (-)-Gossypol Triggers Autophagic Cell Death in Malignant Glioma,2010,Antiapoptotic Bcl-2 family members suppress both apoptosis and autophagy and are of major importance for therapy resistance of malignant gliomas. To target these molecules we used BH3 mimetics and analyzed the molecular mechanisms of cell death induced thereby. Glioma cells displayed only limited sensitivity to single-agent treatment with the BH3 mimetics HA14-1 BH3I-2' and ABT-737 whereas the pan-Bcl-2 inhibitor (-)-gossypol efficiently induced cell death. Furthermore (-)-gossypol potentiated cell death induced by temozolomide (TMZ) in MGMT (O-6-methylguanine-DNA methyltransferase)-negative U343 cells and to a lesser extent in MGMT-expressing U87 cells. (-)-Gossypol triggered translocation of light chain 3 to autopha-gosomes and lysosomes and cytochrome c release but cell death occurred in the absence of lysosomal damage and effector caspase activation. Lentiviral knockdown of Beclin1 and Atg5 in U87 U343 and MZ-54 cells strongly diminished the extent of cell death induced by (-)-gossypol and combined treatment with TMZ indicating that autophagy contributed to this type of cell death. In contrast stable knockdown of the endogenous autophagy inhibitor mammalian target of rapamycin increased autophagic cell death. Our data suggest that pan-Bcl-2 inhibitors are promising drugs that induce caspase-independent autophagic cell death in apoptosis-resistant malignant glioma cells and augment the action of TMZ. Furthermore they indicate that efficient killing of glioma cells requires neutralization of Mcl-1. Mol Cancer Res,,Donat ,,NA,,Is this publication relevent to this project?,
c7ca4ee1-0698-4126-9b6a-1f7cea87aca9,MiR-144 overexpression as a promising therapeutic strategy to overcome glioblastoma cell invasiveness and resistance to chemotherapy,2019,Glioblastoma (GB) is the most aggressive and common form of primary brain tumor characterized by fast proliferation high invasion and resistance to current standard treatment. The average survival rate post-diagnosis is only of 14.6 months despite the aggressive standard post-surgery treatment approaches of radiotherapy concomitant with chemotherapy with temozolomide. Altered cell metabolism has been identified as an emerging cancer hallmark including in GB thus offering a new target for cancer therapies. On the other hand abnormal expression levels of miRNAs key regulators of multiple molecular pathways have been correlated with pathological manifestations of cancer such as chemoresistance proliferation and resistance to apoptosis. In this work we hypothesized that gene therapy based on modulation of a miRNA with aberrant expression in GB and predicted to target crucial metabolic enzymes might impair tumor cell metabolism. We found that the increase of miR-144 levels shown to be downregulated in U87 and DBTRG human GB cell lines as well as in GB tumor samples promoted the downregulation of mRNA of enzymes involved in bioenergetic pathways with consequent alterations in cell metabolism impairment of migratory capacity and sensitization of DBTRG cells to a chemotherapeutic drug the dichloroacetate (DCA). Taken together our findings provide evidence that the miR-144 plus DCA combined therapy holds promise to overcome GB-acquired chemoresistance therefore deserving to be explored toward its potential application as a complementary therapeutic approach to the current treatment options for this type of brain tumor.,,S ,,10.1093/hmg/ddz099,,Is this publication relevent to this project?,
c80382c7-33f1-40eb-bd76-6fb2fa1e84f5,Bortezomib overcomes MGMT-related resistance of glioblastoma cell lines to temozolomide in a schedule-dependent manner,2013,Development of drug resistance after standard chemotherapy for glioblastoma multiforme (GBM) with temozolomide (TMZ) is associated with poor prognosis of GBM patients and is at least partially mediated by a direct DNA repair pathway involving O6-methylguanine methyltransferase (MGMT). This enzyme is under post-translational control by a multisubunit proteolytic cellular machinery the 26S proteasome. Inhibition of the proteasome by bortezomib (BZ) a boronic acid dipeptide already in clinical use for the treatment of myeloma has been demonstrated to induce growth arrest and apoptosis in GBM cells. In this study we investigated the effect of sequential treatment with BZ and TMZ on cell proliferation-viability and apoptosis of the human T98G and U87 GBM cell lines. We also tested for an effect of treatment on MGMT expression and important upstream regulators of the latter including nuclear factor kappa B (NF kappa B) p44/42 mitogen-activated protein kinase (MAPK) p53 signal transducer and activator of transcription 3 (STAT3) and hypoxia-inducible factor 1 alpha (HIF-1 alpha). The sequence of drug administration for maximal cytotoxicity favored BZ prior to TMZ in T98G cells while the opposite was the case for U87 cells. Maximal efficacy was associated with downregulation of MGMT reduced I kappa B alpha-mediated proteasome-dependent nuclear accumulation of NF kappa B attenuation of p44/42 MAPK AKT and STAT3 activation and stabilization of p53 and inactive HIF-1 alpha. Collectively these results suggest that proteasome inhibition by BZ overcomes MGMT-mediated GBM chemoresistance with scheduling of administration being critical for obtaining the maximal tumoricidal effect of combination with TMZ.,,N ,,10.1007/s10637-013-9968-1,,Is this publication relevent to this project?,
c99bd5b4-ac58-459f-947b-b7a4b25fc817,Decreasing GSH and increasing ROS in chemosensitivity gliomas with IDH1 mutation,2015,Gliomas are the most malignant and aggressive primary brain tumor in adults. Despite concerted efforts to improve therapies their prognosis remains very poor. Isocitrate dehydrogenase 1 (IDH1) mutations have been discovered frequently in glioma patients and are strongly correlated with improved survival. However the effect of IDH1 mutations on the chemosensitivity of gliomas remains unclear. In this study we generated clonal U87 and U251 glioma cell lines overexpressing the R132H mutant protein (IDH1-R132H). Compared with control cells and cells overexpressing IDH wild type (IDH1-WT) both types of IDH1-R132H cells were more sensitive to temozolomide (TMZ) and cis-diamminedichloroplatinum (CDDP) in a time- and dose-dependent manner. The IDH1-R132H-induced higher chemosensitivity was associated with nicotine adenine disphosphonucleotide (NADPH) glutathione (GSH) depletion and reactive oxygen species (ROS) generation. Accordingly this IDH1-R132H-induced growth inhibition was effectively abrogated by GSH in vitro and in vivo. Our study provides direct evidence that the improved survival in patients with IDH1-R132H tumors may partly result from the effects of the IDH1-R132H protein on chemosensitivity. The primary cellular events associated with improved survival are the GSH depletion and increased ROS generation.,,Jian ,,10.1007/s13277-014-2644-z,,Is this publication relevent to this project?,
ca4b8ec3-712f-41e0-8802-6cc7e8ab4006,The synergistic effect of combination temozolomide and chloroquine treatment is dependent on autophagy formation and p53 status in glioma cells,2015,Temozolomide (TMZ) is an alkylating agent used for the treatment of glioblastoma. The late autophagy inhibitor chloroquine (CQ) inhibits glioblastoma tumors in a p53-independent and p53-dependent manner. We addressed a possible beneficial effect of combination treatment with TMZ and CQ by examining the molecular and cellular mechanism of co-treatment. Combination treatment of U87 cell (wild type p53) with TMZ and CQ synergistically reduced cell proliferation and enhanced apoptosis with increased sub-G(1) hypodiploid cells and caspase activation. This effect was abolished by a pan-caspase inhibitor Z-VAD-FMK. TMZ induced autophagy and the addition of CQ further increased autophagic vacuoles. Inhibition of early stages of autophagy by Beclin 1 knockdown and 3-methyladenine pretreatment prevented the enhanced effect of the combination treatment. The combination treatment also upregulated p53 and phospho-p53 levels whereas p53 knockdown or overexpression of mutant p53 abolished the combination effect. In contrast combination therapy had no enhanced effect on U373 cell (mutant p53) proliferation and apoptosis within 3 d although TMZ induced autophagy and co-treatment with CQ increased autophagic vacuole accumulation. However long term combination treatment for 9-10 d effectively decreased clonal and cellular growth with increased G(2)-M arrest. This effect was also abolished by Beclin 1 knockdown. Our data support the beneficial effect of combination treatment with TMZ and CQ in glioma via differential autophagy-associated mechanisms depending on p53 status. (C) 2015 Elsevier Ireland Ltd. All rights reserved.,,Ae ,,10.1016/j.canlet.2015.02.012,,Is this publication relevent to this project?,
cab23e47-f0ab-45fb-bd67-cf51bd0fb068,Sirtuin 1 knockdown inhibits glioma cell proliferation and potentiates temozolomide toxicity via facilitation of reactive oxygen species generation,2019,Malignant glioma is one of the most common types of primary malignancies in the human central nervous system. Temozolomide (TMZ) is the most commonly used drug in clinical therapy of glioma; however chemoresistance makes glioma difficult to cure and relapse likely. Sirtuin 1 (SIRT1) serves important roles in cell proliferation differentiation and metabolism but the role of SIRT1 in human glioma remains largely unexplored. In the present study SIRT1 expression was assessed in human glioma tissues and cells. RNA interference and SIRT1 inhibitor were used to determine the effect of SIRT1 on glioma growth inhibition and glioma cell chemoresistance in vitro and in vivo. The levels of reactive oxygen species (ROS) in glioma cells were detected with the dihydroethidium probe following SIRT1 inhibition. The results demonstrated that SIRT1 was overexpressed in glioma tissues and cells and patients with higher SIRT1 expression exhibited poorer prognosis. SIRT1 inhibition inhibited the proliferation of U87 and U251 cells. In addition SIRT1 knockdown and SIRT1 inhibitor could significantly sensitize glioma cells to TMZ treatment in vitro and in vivo. The expression of Ki67 and p53 was demonstrated to be regulated by SIRT1. Finally SIRT1 could regulate intracellular ROS generation in TMZ. In summary SIRT1 was essential for glioma tumorigenesis and glioma cell chemoresistance. SIRT1 inhibition increased the sensitivity of glioma cells for TMZ via the facilitation of intracellular ROS generation which suggested that SIRT1 may serve as a target for clinical therapy of glioma.,,Yimin ,,10.3892/ol.2019.10235,,Is this publication relevent to this project?,
cde3f9f6-7d1b-4135-88f6-be634050305e,Anti-epidermal growth factor receptor siRNA carried by chitosan-transacylated lipid nanocapsules increases sensitivity of glioblastoma cells to temozolomide,2014,Epidermal growth factor receptor (EGFR) is a crucial protein that plays an important role in the maintenance and development of glioblastomas. The silencing or knockdown of EGFR is possible by administering a small interfering ribonucleic acid (siRNA). Lipid nanocapsules (LNCs) covered by chitosan were developed in our laboratory by a transacylation process. The resulting nanocapsules have a positive zeta potential that enables electrostatic interactions with the negatively-charged siRNA. Prior to transfection the cytotoxicity of the nanocapsules by (3-(45-dimethylthiazol-2-yl)-5-(3-carboxymethoxyphenyl)-2-(4-sulfophenyl)-2H-tetrazolium) (MTS) test was performed on the U87MG cell line to determine non-toxic levels of the LNCs to avoid cell mortality. Treatment of the U87MG cells with the chitosan-transacylated LNCs/anti-EGFR siRNA complex resulted in a reduction of EGFR expression by 51.95% ± 6.03% (P ≤ 0.05) after 96 hours of incubation. It also increased the cellular sensitivity to temozolomide in comparison to untreated cells with siRNA. The largest increase in mortality was 62.55% ± 3.55% (P<0.05). This successful knockdown provides proof for the concept of surface grafting of siRNA onto LNCs to modify cell sensitivity to temozolomide. The method could be implemented in future clinical models regarding the experimental treatment of glioblastoma cancer.,,Frederic ,,10.2147/IJN.S59134,,Is this publication relevent to this project?,
d1c08afb-2441-488f-bbf3-325c5a982d07,Growth-inhibitory and chemosensitizing effects of the glutathione-S- transferase-pi-activated nitric oxide donor PABA/NO in malignant gliomas,2012,Glutathione-S-transferases (GSTs) are upregulated in malignant gliomas and contribute to their chemoresistance. The nitric oxide (NO) donor PABA/NO (O 2-{24-dinitro-5-[4-(N-methylamino)benzoyloxy]phenyl} 1-(NN-dimethylamino)diazen-1-ium-12-diolate) generates NO upon selective enzymatic activation by GST-pi-inducing selective biological effects in tumors. Tumor cell killing and chemosensitization were observed in a variety of tumors after exposure to GST-activated NO donor drugs. In our project cytotoxic and chemosensitizing effects of PABA/NO in combination with carboplatin (CPT) and temozolomide (TMZ) were studied in human U87 glioma cells in vitro and in vivo. U87 glioma cells were exposed to PABA/NO alone or in combination with CPT or TMZ for 24 hr. Cell viability was assessed by 3-(45-dimethylthiazol-2-yl)-2 5-diphenyltetrazolium bromide assay after 24-hr incubation and 48 hr after drug removal. The antiproliferative effect of PABA/NO was assessed in an intracranial U87 glioma nude rat model comparing subcutaneous administration and intratumoral delivery by convection-enhanced delivery. PABA/NO monotherapy showed a strong dose-dependent growth-inhibitory effect in U87 glioma cells in vitro and a strong synergistic effect was observed after concomitant treatment with TMZ but not with CPT. Systemic and intratumoral PABA/NO administration significantly reduced cell proliferation but this did not result in prolonged survival in nude rats with intracranial U87 gliomas. PABA/NO has potent antiproliferative effects sensitizes U87 glioma cells to TMZ in vitro and shows some in vivo efficacy. Further studies are still required to consolidate the role of NO donor therapy in glioma treatment. Copyright © 2011 UICC.,,A ,,10.1002/ijc.26106,,Is this publication relevent to this project?,
d503d626-6b8c-4ae2-b68a-b16eedca4a26,Vincristine and temozolomide combined chemotherapy for the treatment of glioma: a comparison of solid lipid nanoparticles and nanostructured lipid carriers for dual drugs delivery,2016,CONTEXT: Glioma is a common malignant brain tumor originating in the central nervous system. Efficient delivery of therapeutic agents to the cells and tissues is a difficult challenge. Co-delivery of anticancer drugs into the cancer cells or tissues by multifunctional nanocarriers may provide a new paradigm in cancer treatment. OBJECTIVE: In this study solid lipid nanoparticles (SLNs) and nanostructured lipid carriers (NLCs) were constructed for co-delivery of vincristine (VCR) and temozolomide (TMZ) to develop the synergetic therapeutic action of the two drugs. The antitumor effects of these two systems were compared to provide a better choice for gliomatosis cerebri treatment. METHODS: VCR- and TMZ-loaded SLNs (VT-SLNs) and NLCs (VT-NLCs) were formulated. Their particle size zeta potential drug encapsulation efficiency (EE) and drug loading capacity were evaluated. The single TMZ-loaded SLNs and NLCs were also prepared as contrast. Anti-tumor efficacies of the two kinds of carriers were evaluated on U87 malignant glioma cells and mice bearing malignant glioma model. RESULTS: Significantly better glioma inhibition was observed on NLCs formulations than SLNs and dual drugs displayed the highest antitumor efficacy in vivo and in vitro than all the other formulations used. CONCLUSION: VT-NLCs can deliver VCR and TMZ into U87MG cells more efficiently and inhibition efficacy is higher than VT-SLNs. This dual drugs-loaded NLCs could be an outstanding drug delivery system to achieve excellent therapeutic efficiency for the treatment of malignant gliomatosis cerebri.,,Xingen ,,10.3109/10717544.2015.1058434,,Is this publication relevent to this project?,
d85ac1c1-ad07-4834-99e1-5a6789688bfe,Long noncoding RNA RP11-838N2.4 enhances the cytotoxic effects of temozolomide by inhibiting the functions of miR-10a in glioblastoma cell lines,2016,Resistance to temolozomide (TMZ) the standard chemotherapy agent for treating glioblastomas (GBM) is a major clinical problem for patients with GBM. Recently long noncoding RNAs (lncRNAs) have been implicated in chemotherapy resistance in various cancers. In this study we found that the level of the lncRNA RP11-838N2.4 was lower in TMZ-resistant GBM cells (U87TR U251TR) compared to the parental non-resistant GBM cells (U87 U251). In GBM patients the decreased level of lncRNA RP11-838N2.4 correlated with higher risk of GBM relapse as well as shorter postoperative survival times. We further found that lncRNA RP11-838N2.4 could enhances the cytotoxic effects of temozolomide to GBM cells both in vivo and in vitro. Moreover lncRNA RP11-838N2.4 acts as an endogenous sponge suppressing the function of miR-10a through conserved sequences and increasing the expression of EphA8 that enhanced the rate of cell apoptosis thereby intensified sensitivity of GBM cells to TMZ. Additionally lncRNA RP11-838N2.4 inhibited the activity of transforming growth factor-β (TGF-β) independent of miR-10a. Finally Characterization of lncRNA RP11-838N2.4 could contribute to strategies for enhancing the efficacy of TMZ.,,Hongbo ,,10.18632/oncotarget.9699,,Is this publication relevent to this project?,
d9d69d5c-53b3-4325-b2f3-83c3d0d1cc89,Temozolomide induces autophagy via ATM-AMPK-ULK1 pathways in glioma,2014,Autophagy is a cytoprotective process which occurs following temozolomide (TMZ) treatment and contributes to glioma chemoresistance and TMZ treatment failure. However the molecular mechanisms by which TMZ induces autophagy are largely unknown. In the current study the ataxia-telangiectasia mutated (ATM) inhibitor KU-55933 adenosine monophosphate-activated protein kinase (AMPK) inhibitor compound C and U87MG and U251 cell lines were employed to investigate the molecular mechanisms of TMZ-induced autophagy in glioma and to evaluate the effects of autophagy inhibition on TMZ cytotoxicity. KU-55933 and compound C were observed to inhibit the activation of autophagy-initiating kinase ULK1 and result in a significant decrease of autophagy as indicated by depressed LC3B cleavage and acidic vesicular organelle formation. The activation of AMPK-ULK1 was ATM dependent. Autophagy inhibition via the AMPK inhibitor compound C augmented TMZ cytotoxicity as observed by depressed cell viability increased gamma H2AX-marked double-strand breaks (DSBs) and elevated numbers of apoptotic glioma cells. In conclusion TMZ induced autophagy via ATM-AMPK-ULK1 pathways. TMZ chemoresistance may therefore be overwhelmed by targeting AMPK particularly for the treatment of O-6-methylguanine DNA methyltransferase-negative gliomas.,,Weimin ,,10.3892/mmr.2014.2151,,Is this publication relevent to this project?,
dbb0e178-1d14-4a97-99bf-89ef5765046c,miR-203 sensitizes glioma cells to temozolomide and inhibits glioma cell invasion by targeting E2F3,2015,Glioma is the most common malignant and fatal primary tumor in the central nervous system in adults. Recent data has suggested a profound role for microRNAs (miRs) in cancer progression. The present study demonstrated via quantitative polymerase chain reaction (qPCR) analysis that miR-203 expression was markedly lower in highly invasive U87MG glioma cells and glioma tissues. Wound healing and Transwell assays demonstrated that restoration of miR-203 expression inhibited U87MG cell migration and invasion. Restoration of miR-203 expression additionally sensitized the cells to temozolomide (TMZ) as determined by MTS assay. By contrast miR-203 inhibition in A172 cells exerted opposite effects. Bioinformatic analysis combined with experimental analysis revealed that miR-203 directly targeted E2F3 via the conserved miR-203 target site within the E2F3 3-untranslational region. E2F3 knockdown with specific small hairpin RNA also inhibited U87MG cell migration and invasion and sensitized them to TMZ. Importantly miR-203 and E2F3 showed inverse expression patterns in invasive glioma tissues as demonstrated by qPCR and luciferase assay. These results suggested that miR-203 may function as a tumor suppressor in glioma progression and that the miR-203/E2F3 axis may be a novel candidate in the development of rational therapeutic strategies for glioma.,,Lei ,,10.3892/mmr.2014.3101,,Is this publication relevent to this project?,
dcda0979-b824-4269-889f-62b8e66a7ba1,G3BP1 knockdown sensitizes U87 glioblastoma cell line to Bortezomib by inhibiting stress granules assembly and potentializing apoptosis,2019,Introduction Glioblastoma multiforme (GBM) is the most lethal form of gliomas. New therapies are currently in development to tackle treatment limitations such as chemotherapy resistance. One mechanism of resistance may be the stress granules (SG) assembly a stress-related cellular response that allows cells to recruit and protect mRNAs during stress. SG are composed of various proteins being G3BP1 a core element that enucleates and results in SG assembly. Here we aimed to evaluate the effects of inhibiting the G3PB1 expression in the chemotherapeutical-induced cell death of the U87 glioblastoma cell line. Materials and Methods G3BP1 mRNA and protein expression were modulated with short-interference RNA (siRNA). The viability of U87 cells after Bortezomib (BZM) a proteasome inhibitor and Temozolomide (TMZ) an alkylating agent was assessed by MTT assay. Apoptosis was evaluated by staining cells with Annexin-V/7-AAD and analyzing by flow cytometry. Caspase-3 activation was evaluated by immunoblotting. The chorioallantoic membrane in vivo assay was used to evaluate angiogenesis. Results When G3BP1 was knocked-down the SG assembly was reduced and the BZM-treated cells but not TMZ-treated cells had a significant increase in the apoptotic response. Corroborating this data we observed increased Caspase-3 activation in the BZM-treated and G3BP1-knocked-down cells when compared to vehicle-treated and scramble-transfected cells. Worth mentioning the conditioned culture medium of G3BP1-knocked-down BZM-treated cells inhibited angiogenesis when compared to controls. Conclusion Our data suggest G3BP1 knockdown diminishes SG formation and stimulates BZM-induced apoptosis of U87 cells in vitro in addition to inhibiting glioblastoma-induced angiogenesis in vivo.,,F.Silva R. F.Dias A. C. F.Soriani F. M.Martins W. K.Barcelos L. S ,,10.1007/s11060-019-03252-6,,Is this publication relevent to this project?,
ded09626-a3d8-4dfb-a0ea-75ed83bd127b,LY294002 enhances cytotoxicity of temozolomide in glioma by down-regulation of the PI3K/Akt pathway,2012,The introduction of temozolomide (TMZ) has advanced chemotherapy for malignant gliomas. However a considerable number of glioblastoma (GBM) cases are refractory to TMZ. Previous studies have revealed that the PI3K/Akt pathway is activated in an ataxia telangiectasia and Rad3 related-dependent manner in response to TMZ. Thus we hypothesized that PI3K inhibitors may act as antitumor agents against gliomas and potentiate the cytotoxicity of TMZ. The cytotoxicity of a PI3K inhibitor LY294002 was examined both alone and in combination with TMZ in human glioma cell lines. Proliferation of tumor cells treated with LY294002 in combination with TMZ was significantly suppressed compared to treatment with either drug used alone. The combination treatment induced a higher apoptosis rate while reducing the invasive capability of U87 cells. The apoptosis-associated proteins cleaved-caspase-3 and Bax were more significantly up-regulated by the combined treatment than by TMZ used alone. In addition p-Akt and Bcl-2 which can promote TMZ resistance were markedly decreased by LY294002. These findings suggest that LY294002 enhances the cytotoxicity of TMZ by down-regulation of the PI3K/Akt pathway.,,Chunsheng ,,10.3892/mmr.2011.674,,Is this publication relevent to this project?,
e3a167ce-4e7d-45b8-8318-6ae2e985c7b4,Encapsulation of Temozolomide in a Calixarene Nanocapsule Improves Its Stability and Enhances Its Therapeutic Efficacy against Glioblastoma,2019,The alkylating agent temozolomide (TMZ) is the first-line chemotherapeutic for glioblastoma (GBM) a common and aggressive primary brain tumor in adults. However its poor stability and unfavorable pharmacokinetic profile limit its clinical efficacy. There is an unmet need to tailor the therapeutic window of TMZ either through complex derivatization or by utilizing pharmaceutical excipients. To enhance stability and aqueous solubility we encapsulated TMZ in a p-sulphonatocalix[4]arene (Calix) nanocapsule and used (1)H-NMR LC-MS and UV-Vis spectroscopy to chart the stability of this novel TMZ@Calix complex according to FDA and European Medicines Agency guidelines. LC-MS/MS plasma stability assays were conducted in mice to further explore the stability profile of TMZ@Calix in vivo The therapeutic efficacy of TMZ@Calix was compared with that of unbound TMZ in GBM cell lines and patient-derived primary cells with known O6-methylguanine-DNA methyltransferase (MGMT) expression status and in vivo in an intracranial U87 xenograft mouse model. Encapsulation significantly enhanced the stability of TMZ in all conditions tested. TMZ@Calix was more potent than native TMZ at inhibiting the growth of established GBM cell lines and patient-derived primary lines expressing MGMT and highly resistant to TMZ. In vivo native TMZ was rapidly degraded in mouse plasma whereas the stability of TMZ@Calix was enhanced threefold with increased therapeutic efficacy in an orthotopic model. In the absence of new effective therapies this novel formulation is of clinical importance serving as an inexpensive and highly efficient treatment that could be made readily available to patients with GBM and warrants further preclinical and clinical evaluation.,,Nelofer ,,10.1158/1535-7163.MCT-18-1250,,Is this publication relevent to this project?,
e6d83bb1-39f8-4191-859c-0aa2b94660d1,Effect of temozolomide on the viability of musculoskeletal sarcoma cells,2015,Musculoskeletal sarcomas (MSS) are a heterogeneous group of malignancies with relatively high mortality rates. The prognosis for patients with MSS is poor with few drugs inducing measurable activity. Alkylating agents namely ifosfamide and dacarbazine which act nonspecifically on proliferating cells are the typical therapy prescribed for advanced MSS. A novel alkylating agent temozolomide (TMZ) has several advantages over existing alkylating agents. TMZ induces the formation of O-6-methylguanine in DNA thereby inducing mismatches during DNA replication and the subsequent activation of apoptotic pathways. However due to conflicting data in the literature the mechanism of TMZ action has remained elusive. Therefore the present study aimed to evaluate apoptosis in MSS cells treated with TMZ and to evaluate the correlation between TMZ action and survival pathways including the phosphoinositide 3-kinase (PI3K)/Akt and extracellular signal-regulated kinase (ERK)1/2 mitogen activated protein kinase (MAPK) pathways. Cell proliferation was evaluated by performing an XTT (sodium 3'-[1-(phenylaminocarbony1)-34-tetrazolium] -bis (4-methoxy-6-nitro) benzene sulfonic acid hydrate) assay. Apoptotic morphological changes for example chromatin condensation were evaluated by fluorescence confocal microscopy. The expression of the apoptosis-associated proteins caspase-3 poly adenosine diphosphate ribose polymerase (PARP) Akt and ERK1/2 was determined by western blotting. The results of the present study indicated that in certain MSS cells the IC50 value was lower than that in TMZ-sensitive U-87 MG cells. Furthermore TMZ treatment was associated with apoptotic morphological changes and the expression levels of pro-apoptotic cleaved caspase-3 and PARP were also increased in TMZ-treated MSS cells. In addition the result indicated that PI3K/Akt and ERK1/2 MAPK were constitutively phosphorylated in MSS cells and phosphorylation of PI3K/Akt was suppressed in certain cells and maintained in other cells by TMZ. These observations emphasized the plasticity of MSS cells and suggested that this plasticity may contribute to the variance in cell sensitivity to TMZ and TMZ-resistance in MSS.,,Naoto ,,10.3892/ol.2015.3506,,Is this publication relevent to this project?,
e9120cac-324f-4eb1-9091-11fdfed801a7,Polyphyllin VII Promotes Apoptosis and Autophagic Cell Death via ROS-Inhibited AKT Activity and Sensitizes Glioma Cells to Temozolomide,2019,The high recurrence frequency of gliomas but deficiency of effective treatment and prevalent chemoresistance have elicited interests in exploring and developing new agents. Paris polyphyllins are monomers extracted from rhizome of Paris polyphylla var. yunnanensis. Here we first reported that polyphyllin VII (PP7) exhibited cytotoxic effect on glioma cells. PP7 significantly suppressed the viability and induced cell death of U87-MG and U251 cells after 24 h with the IC50 values 4.24 ± 0.87 μM and 2.17 ± 0.14 μM respectively. Both apoptotic and autophagic processes were involved in the cytotoxic effect of PP7 as PP7 activated the Bcl2/Bax pathway and the inhibition of autophagy partly rescued the toxicity of PP7 in glioma cells. In addition an inhibition of AKT/mTORC1 activity was found after PP7 administration and it seemed that the overproduction of reactive oxygen species (ROS) was responsible for this effect. Namely the removal of ROS by NAC treatment mitigated PP7-induced cell death autophagy and its effect on the AKT/mTORC1 signaling. Additionally a combination assay of PP7 with temozolomide (TMZ) the most used chemotherapy for glioma patients was performed resulting in synergism while PP7 reduced TMZ resistance through inhibition of MGMT expression. Thus our study reports PP7 as a potential agent for glioma treatment and reveals its underlying mechanisms of action.,,Chao ,,10.1155/2019/1805635,,Is this publication relevent to this project?,
ece6fdae-6af1-4d44-b276-d01b9d3ae0d7,Olanzapine inhibits proliferation migration and anchorage-independent growth in human glioblastoma cell lines and enhances temozolomide's antiproliferative effect,2015,The poor prognosis of patients with glioblastoma fuels the search for more effective therapeutic compounds. We previously hypothesised that the neuroleptic olanzapine may enhance antineoplastic effects of temozolomide the standard chemotherapeutic agent used in this disease. This study tested this hypothesis. The anti-proliferative effect of olanzapine was examined by MTT assays and cell count analysis. Soft-agar assays were performed to examine colony-forming ability. In addition the inhibitory effect of olanzapine on the migratory capacity of U87MG and A172 cells was analyzed by Transwell (R) assays. Moreover staining for annexin V/propidium iodide or carboxyfluorescein succinimidyl ester was performed prior to flow cytometric analysis in order to better understand the subjacent cellular mechanism. Our initial hypothesis that olanzapine may enhance temozolomide's anti-tumor activity could be confirmed in U87MG and A172 glioblastoma cell lines. Moreover treatment with olanzapine alone resulted in a marked anti-proliferative effect on U87MG A172 and two glioma stem-like cells with IC50 values ranging from 25 to 79.9 mu M. In U87MG cells anchorage-independent growth was dose-dependently inhibited. In A172 cells migration was also shown to be inhibited in a dose-dependent manner. In addition olanzapine was shown to exert a cell line-dependent pleomorphism with respect to the induction of apoptosis necrosis and/or cytostasis. Our data show that the neuroleptic olanzapine enhances the anti-tumor activity of temozolomide against glioblastoma cell lines. Moreover this is the first study to show that olanzapine provides on its own anticancer activity in glioblastoma and thus may have potential for repurposing.,,Marc-Eric ,,10.1007/s11060-014-1688-7,,Is this publication relevent to this project?,
