AnnotatorIdStr,StudyIdStr,OutcomeIdStr,CohortIdStr,ExperimentIdStr,DateTimeCreated,Reconciled,GreaterIsWorse,Units,AverageType,NumberOfAnimals,ErrorType,Time,Average,Error,idStr,StageIdStr,ProjectIdStr,StudyId,StudyLabel,Why is the study not relevant?,How is the reporting of conflicts of interest?   ,Is this article relevant according to inclusion and exclusion criteria?,ExperimentLabel,Do they report the duration of the experiment with U87 cells exposed to tmz?,What other source for U87 cells did they have?,"If the age of the cell line is reported, hwo many cell passages where driven?",Was a cell line authentification of U87 cells performed?,Is a successfull mycoplasma contamination exclusion of the cell line reported?,Is the age of the cell line reported?,At which confluency level did they perform a cell passaging?,Experiment label?,Are at least three independent replications of the experiment reported?,How long did they run the experiment with U87 cells exposed to Temozolomide?,How long is is the time period until they performed a cell passaging?,From whom did they get the U87 cells?, How ist the reporting on cell passaging criteria?,CohortLabel,Cohort label?,Number of animals in cohort,OutcomeLabel,Outcome measure average type,Greater is worse.,Outcome measure units,Which other outcome measure method is used?,Outcome measure error type,Which cell growth/viability assay is used?,Outcome assessment procedure label?,ModelIdStr,ModelLabel,Did they use FCS/FBS medium for U87?,Wich other antibiotics did they use?,ModelControl,Which antibiotic did they used in the U87 cell line medium?,"If they used FCS/FBS, from which manufactur did they purchased it?",Disease model induction procedure label?,How is the glucose-level of the DMEM-medium for U87?,Which other source did they have for FCS/FBS?,InterventionIdStr,InterventionLabel,What is the volume of the added Temozolomide-Suspension?,What is the number of cells plated per well?,Is a defined volume or a range of volumes the cells plated in reported?,What other control did they use?,Is the volume of the added Temozolomide-suspension reported?,What is the range of numbers of cells plated per well?,Is the source of temozolomide reported?,What is the range of concentrations of cells plated?,What is the type of control treatment?,What is the volume the cells are plated in?,Treatment procedure label?,Is a defined number or a range of cells plated reported?,Is the volume of the control-suspension matched to the TMZ-suspension?,InterventionControl,Is the number / concentration / volume the U87 cells are plated reported?,What is the defined concentration of cells plated?,Is a defined concentration or a range of conc. of cells plated reported?,Is the volume of the added control-suspension reported?
e368d6d0-eeb5-42aa-8aee-4de0c8530da3,f4ce3efb-800a-4fe4-8f92-e962763c3f11,c3a0ec43-11b1-4f3f-9c74-01534e59d26f,6628b63d-1f02-4997-b40f-de2a72549e22,094bc3ad-7dae-4f6c-bad0-6ddf0b88a18c,2021-01-16 09:46:18,FALSE,FALSE,%,Mean,0,SEM,3,0.93,0.11,a59f7dac-b963-4dc0-bd4a-37c989d4b9fb,fd103141-ba62-4b4e-abd3-759cc7a8287e,761604f8-e0a4-439f-a3e6-3dd75cfdb8f3,f4ce3efb-800a-4fe4-8f92-e962763c3f11,Root,,not reported at all,TRUE,e,TRUE,,,FALSE,FALSE,FALSE,,e,TRUE,5,,not reported,not reported,control ,control ,0,cv,Mean,FALSE,%,,SEM,"MTT (3-(4,5-dimethylthiazol-2-yl)-2,5-diphenyltetrazolium bromide; colorimetric assay)",cv,a41823e7-68a4-4eac-8fcc-be2bd3738c03,GB,TRUE,,FALSE,Penicillin + Streptomycin,not reported,GB,high glucose & pyruvate,,190bd255-e5c3-444c-a119-45946c23050a,control ,,,,,,,,,media & PBS,,control ,,,TRUE,nothing of this is reported,,,FALSE
e368d6d0-eeb5-42aa-8aee-4de0c8530da3,f4ce3efb-800a-4fe4-8f92-e962763c3f11,c3a0ec43-11b1-4f3f-9c74-01534e59d26f,6628b63d-1f02-4997-b40f-de2a72549e22,094bc3ad-7dae-4f6c-bad0-6ddf0b88a18c,2021-01-16 09:46:18,FALSE,FALSE,%,Mean,0,SEM,4,1.14,0.05,a59f7dac-b963-4dc0-bd4a-37c989d4b9fb,fd103141-ba62-4b4e-abd3-759cc7a8287e,761604f8-e0a4-439f-a3e6-3dd75cfdb8f3,f4ce3efb-800a-4fe4-8f92-e962763c3f11,Root,,not reported at all,TRUE,e,TRUE,,,FALSE,FALSE,FALSE,,e,TRUE,5,,not reported,not reported,control ,control ,0,cv,Mean,FALSE,%,,SEM,"MTT (3-(4,5-dimethylthiazol-2-yl)-2,5-diphenyltetrazolium bromide; colorimetric assay)",cv,a41823e7-68a4-4eac-8fcc-be2bd3738c03,GB,TRUE,,FALSE,Penicillin + Streptomycin,not reported,GB,high glucose & pyruvate,,190bd255-e5c3-444c-a119-45946c23050a,control ,,,,,,,,,media & PBS,,control ,,,TRUE,nothing of this is reported,,,FALSE
e368d6d0-eeb5-42aa-8aee-4de0c8530da3,f4ce3efb-800a-4fe4-8f92-e962763c3f11,c3a0ec43-11b1-4f3f-9c74-01534e59d26f,6628b63d-1f02-4997-b40f-de2a72549e22,094bc3ad-7dae-4f6c-bad0-6ddf0b88a18c,2021-01-16 09:46:18,FALSE,FALSE,%,Mean,0,SEM,5,1.68,0.07,a59f7dac-b963-4dc0-bd4a-37c989d4b9fb,fd103141-ba62-4b4e-abd3-759cc7a8287e,761604f8-e0a4-439f-a3e6-3dd75cfdb8f3,f4ce3efb-800a-4fe4-8f92-e962763c3f11,Root,,not reported at all,TRUE,e,TRUE,,,FALSE,FALSE,FALSE,,e,TRUE,5,,not reported,not reported,control ,control ,0,cv,Mean,FALSE,%,,SEM,"MTT (3-(4,5-dimethylthiazol-2-yl)-2,5-diphenyltetrazolium bromide; colorimetric assay)",cv,a41823e7-68a4-4eac-8fcc-be2bd3738c03,GB,TRUE,,FALSE,Penicillin + Streptomycin,not reported,GB,high glucose & pyruvate,,190bd255-e5c3-444c-a119-45946c23050a,control ,,,,,,,,,media & PBS,,control ,,,TRUE,nothing of this is reported,,,FALSE
e368d6d0-eeb5-42aa-8aee-4de0c8530da3,f519c5fc-9a40-4cd0-a437-e65cd2097d33,424e3871-2621-45ae-b397-70e1b6b47c97,0c0b104c-bf85-44b6-b59b-0ebcf9d94b41,4db6c77c-e067-4673-8a5e-c5fc4b99a43b,2020-10-26 09:57:25,FALSE,TRUE,%,Mean,0,SEM,5,84.1,0,753c0993-a50f-4c24-836c-3a3bcc879479,fd103141-ba62-4b4e-abd3-759cc7a8287e,761604f8-e0a4-439f-a3e6-3dd75cfdb8f3,f519c5fc-9a40-4cd0-a437-e65cd2097d33,Root,,it is reported that there are no conflicts of interest ,TRUE,e,TRUE,"Academy of Life Science, Shanghai, China",,FALSE,FALSE,FALSE,,e,TRUE,5,,other source,not reported,tmz 1 ,tmz 1 ,0,cv,Mean,TRUE,%,WST-1 cell viability assay,SEM,other,cv,745efaa9-94be-4801-9702-b2838ca99a66,GB,TRUE,,FALSE,Penicillin + Streptomycin,other source,GB,not reported,Invitrogen,c3d3dab4-944e-41ba-9392-3fa680862225,tmz ,,3200,,,FALSE,,FALSE,,,,tmz ,defined number,,FALSE,number of cells plated is reported,,,
e368d6d0-eeb5-42aa-8aee-4de0c8530da3,f519c5fc-9a40-4cd0-a437-e65cd2097d33,424e3871-2621-45ae-b397-70e1b6b47c97,13be4e26-d6d7-480d-9e2b-bed8d5a461e9,4db6c77c-e067-4673-8a5e-c5fc4b99a43b,2020-10-26 09:57:25,FALSE,TRUE,%,Mean,0,SEM,5,88.6,0,be0df19e-27a6-40ac-ac42-d1340ba20835,fd103141-ba62-4b4e-abd3-759cc7a8287e,761604f8-e0a4-439f-a3e6-3dd75cfdb8f3,f519c5fc-9a40-4cd0-a437-e65cd2097d33,Root,,it is reported that there are no conflicts of interest ,TRUE,e,TRUE,"Academy of Life Science, Shanghai, China",,FALSE,FALSE,FALSE,,e,TRUE,5,,other source,not reported,tmz 0.1,tmz 0.1,0,cv,Mean,TRUE,%,WST-1 cell viability assay,SEM,other,cv,745efaa9-94be-4801-9702-b2838ca99a66,GB,TRUE,,FALSE,Penicillin + Streptomycin,other source,GB,not reported,Invitrogen,c3d3dab4-944e-41ba-9392-3fa680862225,tmz ,,3200,,,FALSE,,FALSE,,,,tmz ,defined number,,FALSE,number of cells plated is reported,,,
e368d6d0-eeb5-42aa-8aee-4de0c8530da3,f519c5fc-9a40-4cd0-a437-e65cd2097d33,424e3871-2621-45ae-b397-70e1b6b47c97,274c787d-4cdf-4063-acd9-27e1a86a8297,4db6c77c-e067-4673-8a5e-c5fc4b99a43b,2020-10-26 09:57:25,FALSE,TRUE,%,Mean,0,SEM,5,100,0,b8f5e3fa-14cd-4cb6-a0fc-b5d71c69060c,fd103141-ba62-4b4e-abd3-759cc7a8287e,761604f8-e0a4-439f-a3e6-3dd75cfdb8f3,f519c5fc-9a40-4cd0-a437-e65cd2097d33,Root,,it is reported that there are no conflicts of interest ,TRUE,e,TRUE,"Academy of Life Science, Shanghai, China",,FALSE,FALSE,FALSE,,e,TRUE,5,,other source,not reported,control ,control ,0,cv,Mean,TRUE,%,WST-1 cell viability assay,SEM,other,cv,745efaa9-94be-4801-9702-b2838ca99a66,GB,TRUE,,FALSE,Penicillin + Streptomycin,other source,GB,not reported,Invitrogen,37901810-caa2-452f-bf2a-a519a27361d3,control ,,3200,,,,,,,DMSO,,control ,defined number,,TRUE,number of cells plated is reported,,,FALSE
e368d6d0-eeb5-42aa-8aee-4de0c8530da3,f519c5fc-9a40-4cd0-a437-e65cd2097d33,424e3871-2621-45ae-b397-70e1b6b47c97,45584f0a-c97e-47ed-b396-c129b4ff030b,4db6c77c-e067-4673-8a5e-c5fc4b99a43b,2020-10-26 09:57:25,FALSE,TRUE,%,Mean,0,SEM,5,67,2.3,94a9bad7-bd72-4555-a90b-6288342abe7d,fd103141-ba62-4b4e-abd3-759cc7a8287e,761604f8-e0a4-439f-a3e6-3dd75cfdb8f3,f519c5fc-9a40-4cd0-a437-e65cd2097d33,Root,,it is reported that there are no conflicts of interest ,TRUE,e,TRUE,"Academy of Life Science, Shanghai, China",,FALSE,FALSE,FALSE,,e,TRUE,5,,other source,not reported,tmz 10,tmz 10,0,cv,Mean,TRUE,%,WST-1 cell viability assay,SEM,other,cv,745efaa9-94be-4801-9702-b2838ca99a66,GB,TRUE,,FALSE,Penicillin + Streptomycin,other source,GB,not reported,Invitrogen,c3d3dab4-944e-41ba-9392-3fa680862225,tmz ,,3200,,,FALSE,,FALSE,,,,tmz ,defined number,,FALSE,number of cells plated is reported,,,
e368d6d0-eeb5-42aa-8aee-4de0c8530da3,f519c5fc-9a40-4cd0-a437-e65cd2097d33,424e3871-2621-45ae-b397-70e1b6b47c97,9590cd62-cacb-41a9-9a28-ada5eda20d35,4db6c77c-e067-4673-8a5e-c5fc4b99a43b,2020-10-26 09:57:25,FALSE,TRUE,%,Mean,0,SEM,5,61.4,0,823bc1f5-a045-4f8a-84da-1425d7424cb3,fd103141-ba62-4b4e-abd3-759cc7a8287e,761604f8-e0a4-439f-a3e6-3dd75cfdb8f3,f519c5fc-9a40-4cd0-a437-e65cd2097d33,Root,,it is reported that there are no conflicts of interest ,TRUE,e,TRUE,"Academy of Life Science, Shanghai, China",,FALSE,FALSE,FALSE,,e,TRUE,5,,other source,not reported,tmz 100,tmz 100,0,cv,Mean,TRUE,%,WST-1 cell viability assay,SEM,other,cv,745efaa9-94be-4801-9702-b2838ca99a66,GB,TRUE,,FALSE,Penicillin + Streptomycin,other source,GB,not reported,Invitrogen,c3d3dab4-944e-41ba-9392-3fa680862225,tmz ,,3200,,,FALSE,,FALSE,,,,tmz ,defined number,,FALSE,number of cells plated is reported,,,
e368d6d0-eeb5-42aa-8aee-4de0c8530da3,f6ee1fa2-27e8-423e-b13d-1c8935438f4f,a9124553-5490-40a7-9dcf-f5dbc11deda8,3d0152ca-a57d-4b20-b05f-48711241db9a,009fa6d3-09d1-4c8a-b521-b150ba1a7857,2020-11-03 15:50:10,FALSE,TRUE,%,Mean,0,SD,0.12,100,0,7d3bc813-5d02-49bf-8453-ff0ab3f9e269,fd103141-ba62-4b4e-abd3-759cc7a8287e,761604f8-e0a4-439f-a3e6-3dd75cfdb8f3,f6ee1fa2-27e8-423e-b13d-1c8935438f4f,Root,,not reported at all,TRUE,e,TRUE,"China Aca-demia Sinica cell repository (Shanghai, China)",,FALSE,FALSE,FALSE,,e,TRUE,0.12,,other source,not reported,control ,control ,0,cv,Mean,TRUE,%,,SD,"MTT (3-(4,5-dimethylthiazol-2-yl)-2,5-diphenyltetrazolium bromide; colorimetric assay)",cv,ffbcabaf-67b6-4f8c-9888-5731dd8c2cbf,GB,TRUE,,FALSE,Penicillin + Streptomycin,other source,GB,not reported,Invitrogen,cf9e3133-38df-4d5e-bf6c-1c11d808383a,control,,3000,,,,,,,DMSO,,control,defined number,,TRUE,number of cells plated is reported,,,FALSE
e368d6d0-eeb5-42aa-8aee-4de0c8530da3,f6ee1fa2-27e8-423e-b13d-1c8935438f4f,a9124553-5490-40a7-9dcf-f5dbc11deda8,5c838420-5199-455c-aeab-ad52114ae12e,009fa6d3-09d1-4c8a-b521-b150ba1a7857,2020-11-03 15:50:10,FALSE,TRUE,%,Mean,0,SD,0.12,53.6,0,1fa9849e-eaf8-415b-88d2-1248c8ad189f,fd103141-ba62-4b4e-abd3-759cc7a8287e,761604f8-e0a4-439f-a3e6-3dd75cfdb8f3,f6ee1fa2-27e8-423e-b13d-1c8935438f4f,Root,,not reported at all,TRUE,e,TRUE,"China Aca-demia Sinica cell repository (Shanghai, China)",,FALSE,FALSE,FALSE,,e,TRUE,0.12,,other source,not reported,tmz 25,tmz 25,0,cv,Mean,TRUE,%,,SD,"MTT (3-(4,5-dimethylthiazol-2-yl)-2,5-diphenyltetrazolium bromide; colorimetric assay)",cv,ffbcabaf-67b6-4f8c-9888-5731dd8c2cbf,GB,TRUE,,FALSE,Penicillin + Streptomycin,other source,GB,not reported,Invitrogen,ffc7350c-f486-45b3-8aef-d8965dcde496,tmz ,,3000,,,FALSE,,TRUE,,,,tmz ,defined number,,FALSE,number of cells plated is reported,,,
e368d6d0-eeb5-42aa-8aee-4de0c8530da3,f6ee1fa2-27e8-423e-b13d-1c8935438f4f,a9124553-5490-40a7-9dcf-f5dbc11deda8,bb8e63a9-b74d-4279-9757-75ebfa16d422,009fa6d3-09d1-4c8a-b521-b150ba1a7857,2020-11-03 15:50:10,FALSE,TRUE,%,Mean,0,SD,0.12,83.9,1.8,d5429e88-22d5-4084-98f4-4a43b046a8d3,fd103141-ba62-4b4e-abd3-759cc7a8287e,761604f8-e0a4-439f-a3e6-3dd75cfdb8f3,f6ee1fa2-27e8-423e-b13d-1c8935438f4f,Root,,not reported at all,TRUE,e,TRUE,"China Aca-demia Sinica cell repository (Shanghai, China)",,FALSE,FALSE,FALSE,,e,TRUE,0.12,,other source,not reported,tmz 7.5,tmz 7.5,0,cv,Mean,TRUE,%,,SD,"MTT (3-(4,5-dimethylthiazol-2-yl)-2,5-diphenyltetrazolium bromide; colorimetric assay)",cv,ffbcabaf-67b6-4f8c-9888-5731dd8c2cbf,GB,TRUE,,FALSE,Penicillin + Streptomycin,other source,GB,not reported,Invitrogen,ffc7350c-f486-45b3-8aef-d8965dcde496,tmz ,,3000,,,FALSE,,TRUE,,,,tmz ,defined number,,FALSE,number of cells plated is reported,,,
e368d6d0-eeb5-42aa-8aee-4de0c8530da3,f6ee1fa2-27e8-423e-b13d-1c8935438f4f,a9124553-5490-40a7-9dcf-f5dbc11deda8,d1bbe226-be9d-4f64-bafe-9b040f977e69,009fa6d3-09d1-4c8a-b521-b150ba1a7857,2020-11-03 15:50:10,FALSE,TRUE,%,Mean,0,SD,0.12,19.6,0,6430505b-e707-45e0-b31e-a716431b1675,fd103141-ba62-4b4e-abd3-759cc7a8287e,761604f8-e0a4-439f-a3e6-3dd75cfdb8f3,f6ee1fa2-27e8-423e-b13d-1c8935438f4f,Root,,not reported at all,TRUE,e,TRUE,"China Aca-demia Sinica cell repository (Shanghai, China)",,FALSE,FALSE,FALSE,,e,TRUE,0.12,,other source,not reported,tmz 40,tmz 40,0,cv,Mean,TRUE,%,,SD,"MTT (3-(4,5-dimethylthiazol-2-yl)-2,5-diphenyltetrazolium bromide; colorimetric assay)",cv,ffbcabaf-67b6-4f8c-9888-5731dd8c2cbf,GB,TRUE,,FALSE,Penicillin + Streptomycin,other source,GB,not reported,Invitrogen,ffc7350c-f486-45b3-8aef-d8965dcde496,tmz ,,3000,,,FALSE,,TRUE,,,,tmz ,defined number,,FALSE,number of cells plated is reported,,,
e368d6d0-eeb5-42aa-8aee-4de0c8530da3,f6ee1fa2-27e8-423e-b13d-1c8935438f4f,a9124553-5490-40a7-9dcf-f5dbc11deda8,dbff9813-505e-4a04-846e-e3dbf6aca181,009fa6d3-09d1-4c8a-b521-b150ba1a7857,2020-11-03 15:50:10,FALSE,TRUE,%,Mean,0,SD,0.12,60.7,1.8,8331e63f-8819-4faf-a222-c2a17f248c08,fd103141-ba62-4b4e-abd3-759cc7a8287e,761604f8-e0a4-439f-a3e6-3dd75cfdb8f3,f6ee1fa2-27e8-423e-b13d-1c8935438f4f,Root,,not reported at all,TRUE,e,TRUE,"China Aca-demia Sinica cell repository (Shanghai, China)",,FALSE,FALSE,FALSE,,e,TRUE,0.12,,other source,not reported,tmz 15,tmz 15,0,cv,Mean,TRUE,%,,SD,"MTT (3-(4,5-dimethylthiazol-2-yl)-2,5-diphenyltetrazolium bromide; colorimetric assay)",cv,ffbcabaf-67b6-4f8c-9888-5731dd8c2cbf,GB,TRUE,,FALSE,Penicillin + Streptomycin,other source,GB,not reported,Invitrogen,ffc7350c-f486-45b3-8aef-d8965dcde496,tmz ,,3000,,,FALSE,,TRUE,,,,tmz ,defined number,,FALSE,number of cells plated is reported,,,
e368d6d0-eeb5-42aa-8aee-4de0c8530da3,f72cceb0-db8a-40e0-b989-887271dc61ec,391e8b25-c13f-41a5-b45f-e9233b9037a2,1549171d-6019-434f-ba2f-9a39caf9f4ff,5c501e39-b946-4540-9372-291ca0c69d04,2020-11-07 13:35:58,FALSE,TRUE,%,Mean,0,SD,2,82.8,5.2,35c2134c-9ce5-4829-9b76-f16cef2122da,fd103141-ba62-4b4e-abd3-759cc7a8287e,761604f8-e0a4-439f-a3e6-3dd75cfdb8f3,f72cceb0-db8a-40e0-b989-887271dc61ec,Root,,it is reported that there are no conflicts of interest ,TRUE,e,TRUE,,,FALSE,FALSE,FALSE,,e,TRUE,2,,ATCC,not reported,control ,control ,0,cv,Mean,TRUE,%,,SD,"MTT (3-(4,5-dimethylthiazol-2-yl)-2,5-diphenyltetrazolium bromide; colorimetric assay)",cv,a64859be-cf11-42ea-bddf-fa51789b79d1,GB,TRUE,,FALSE,Penicillin + Streptomycin,Sigma,GB,not reported,,df6016da-1336-414c-9a5b-747859e1c967,control ,,,,,,,,,media & PBS,,control ,,,TRUE,nothing of this is reported,,,FALSE
e368d6d0-eeb5-42aa-8aee-4de0c8530da3,f72cceb0-db8a-40e0-b989-887271dc61ec,391e8b25-c13f-41a5-b45f-e9233b9037a2,a62489f7-d7e0-4933-9a50-d2950ff38f79,5c501e39-b946-4540-9372-291ca0c69d04,2020-11-07 13:35:58,FALSE,TRUE,%,Mean,0,SD,2,31,3.4,06bbe560-9cbe-402a-ac22-99c6034c6f8a,fd103141-ba62-4b4e-abd3-759cc7a8287e,761604f8-e0a4-439f-a3e6-3dd75cfdb8f3,f72cceb0-db8a-40e0-b989-887271dc61ec,Root,,it is reported that there are no conflicts of interest ,TRUE,e,TRUE,,,FALSE,FALSE,FALSE,,e,TRUE,2,,ATCC,not reported,tmz 100,tmz 100,0,cv,Mean,TRUE,%,,SD,"MTT (3-(4,5-dimethylthiazol-2-yl)-2,5-diphenyltetrazolium bromide; colorimetric assay)",cv,a64859be-cf11-42ea-bddf-fa51789b79d1,GB,TRUE,,FALSE,Penicillin + Streptomycin,Sigma,GB,not reported,,b1a9bb07-4349-4225-816f-2ac027baf9bf,tmz ,,,,,FALSE,,FALSE,,,,tmz ,,,FALSE,nothing of this is reported,,,
e368d6d0-eeb5-42aa-8aee-4de0c8530da3,fa97ee03-bef2-4837-9b71-15bf91056323,45402576-b901-46ad-bbca-1ca396ee9e63,06be9da9-0aca-4b00-990b-76f9ccc6257f,7b818b69-b5ca-46d9-b97c-a1f8a1689355,2021-01-20 20:59:36,FALSE,TRUE,%,Mean,0,SD,2,97.6,4.76,2f2fdf8a-ebeb-4955-8cfe-7d9396bd6872,fd103141-ba62-4b4e-abd3-759cc7a8287e,761604f8-e0a4-439f-a3e6-3dd75cfdb8f3,fa97ee03-bef2-4837-9b71-15bf91056323,Root,,it is reported that there are no conflicts of interest ,TRUE,e,TRUE,,,FALSE,FALSE,FALSE,,e,TRUE,2,,colleagues,not reported,tmz 200,tmz 200,0,cv,Mean,TRUE,%,,SD,Alamar-blue assay (colorimetric assay),cv,da5873ad-21a1-4a42-8d25-c9a5a7e85666,GB,TRUE,,FALSE,Penicillin + Streptomycin,not reported,GB,not reported,,a710dfa9-aa8b-4b25-b5d3-036458afd249,control ,,18000,,,,,,,DMSO,,control ,defined number,,TRUE,number of cells plated is reported,,,FALSE
e368d6d0-eeb5-42aa-8aee-4de0c8530da3,fa97ee03-bef2-4837-9b71-15bf91056323,45402576-b901-46ad-bbca-1ca396ee9e63,f51754c1-de2e-47ee-91bb-7e49a74e86c9,7b818b69-b5ca-46d9-b97c-a1f8a1689355,2021-01-20 20:59:36,FALSE,TRUE,%,Mean,0,SD,2,100,0,9f7185bf-1c46-4e11-a14e-77e62e948259,fd103141-ba62-4b4e-abd3-759cc7a8287e,761604f8-e0a4-439f-a3e6-3dd75cfdb8f3,fa97ee03-bef2-4837-9b71-15bf91056323,Root,,it is reported that there are no conflicts of interest ,TRUE,e,TRUE,,,FALSE,FALSE,FALSE,,e,TRUE,2,,colleagues,not reported,control ,control ,0,cv,Mean,TRUE,%,,SD,Alamar-blue assay (colorimetric assay),cv,da5873ad-21a1-4a42-8d25-c9a5a7e85666,GB,TRUE,,FALSE,Penicillin + Streptomycin,not reported,GB,not reported,,a710dfa9-aa8b-4b25-b5d3-036458afd249,control ,,18000,,,,,,,DMSO,,control ,defined number,,TRUE,number of cells plated is reported,,,FALSE
e368d6d0-eeb5-42aa-8aee-4de0c8530da3,fd93d05d-13dc-42fe-871c-5e020977592a,aa69bc98-98d8-41bd-be18-d94b88ff57c0,5761f4c5-7988-4356-a75d-d231a152e347,a04499d5-87eb-4d89-b33f-7f85e0fe63a7,2020-11-25 17:54:37,FALSE,TRUE,%,Mean,0,SD,1,100,2.3,67922a4f-10f3-46f1-b539-483e0baf30b1,fd103141-ba62-4b4e-abd3-759cc7a8287e,761604f8-e0a4-439f-a3e6-3dd75cfdb8f3,fd93d05d-13dc-42fe-871c-5e020977592a,Root,,it is reported that there are no conflicts of interest ,TRUE,e,TRUE,"Cell center at the Basic Medecine Institute of Union Medical College (Beijing, China)",,FALSE,FALSE,FALSE,,e,TRUE,1,,other source,not reported,control,control,0,cv,Mean,TRUE,%,,SD,"MTT (3-(4,5-dimethylthiazol-2-yl)-2,5-diphenyltetrazolium bromide; colorimetric assay)",cv,2492d90a-0765-40b7-b513-d37db5c7f8b9,GB,TRUE,,FALSE,not reported,not reported,GB,not reported,,ef9282c4-3b5d-4e0b-9593-077197f74ad2,control,,50000,,,,,,,DMSO,,control,defined number,,TRUE,number of cells plated is reported,,,FALSE
e368d6d0-eeb5-42aa-8aee-4de0c8530da3,fd93d05d-13dc-42fe-871c-5e020977592a,aa69bc98-98d8-41bd-be18-d94b88ff57c0,fc6d406c-38dd-4bee-92f5-fbca08630692,a04499d5-87eb-4d89-b33f-7f85e0fe63a7,2020-11-25 17:54:37,FALSE,TRUE,%,Mean,0,SD,1,77.3,4.5,e47d1e5f-f2c3-41ac-9c2f-ba8ce0edfaf9,fd103141-ba62-4b4e-abd3-759cc7a8287e,761604f8-e0a4-439f-a3e6-3dd75cfdb8f3,fd93d05d-13dc-42fe-871c-5e020977592a,Root,,it is reported that there are no conflicts of interest ,TRUE,e,TRUE,"Cell center at the Basic Medecine Institute of Union Medical College (Beijing, China)",,FALSE,FALSE,FALSE,,e,TRUE,1,,other source,not reported,tmz,tmz,0,cv,Mean,TRUE,%,,SD,"MTT (3-(4,5-dimethylthiazol-2-yl)-2,5-diphenyltetrazolium bromide; colorimetric assay)",cv,2492d90a-0765-40b7-b513-d37db5c7f8b9,GB,TRUE,,FALSE,not reported,not reported,GB,not reported,,9a16fddb-d289-4f89-97e8-05bc4603a24e,tmz,,50000,,,FALSE,,TRUE,,,,tmz,defined number,,FALSE,number of cells plated is reported,,,
e368d6d0-eeb5-42aa-8aee-4de0c8530da3,ff2133b8-10bc-415d-b23a-e4327f028d59,0ec04f57-b403-40e6-9b7f-b3492f80deed,22336b5d-5d2d-4aca-91af-55f2838be23a,17635dc6-31cb-47c5-a63f-d86f34009fe5,2020-11-09 13:11:32,FALSE,TRUE,Relative cell viability ,Mean,0,SD,5,0.68,0.47,6065952b-4a88-4240-946a-54ec0cb5f19a,fd103141-ba62-4b4e-abd3-759cc7a8287e,761604f8-e0a4-439f-a3e6-3dd75cfdb8f3,ff2133b8-10bc-415d-b23a-e4327f028d59,Root,,not reported at all,TRUE,e,TRUE,"Riken Cell Bank, Tsukuba, Japan",50-100,FALSE,TRUE,TRUE,,e,TRUE,5,,other source,not reported,tmz 125,tmz 125,0,cv,Mean,TRUE,Relative cell viability ,,SD,XTT (colorimetric assay),cv,74b41ea0-014f-4c58-9d60-b79f995f2731,GB,TRUE,,FALSE,Penicillin + Streptomycin,other source,GB,not reported,"PAA Laboratories GmbH Pasching, Austria",51d03dbe-a327-4312-b462-83440b7db506,tmz ,,3500,,,FALSE,,FALSE,,,,tmz ,defined number,,FALSE,number of cells plated is reported,,,
e368d6d0-eeb5-42aa-8aee-4de0c8530da3,ff2133b8-10bc-415d-b23a-e4327f028d59,0ec04f57-b403-40e6-9b7f-b3492f80deed,231dca34-a8ab-4ed1-b2e8-dfcce2ee4c62,17635dc6-31cb-47c5-a63f-d86f34009fe5,2020-11-09 13:11:32,FALSE,TRUE,Relative cell viability ,Mean,0,SD,5,0.44,0.29,b24da34a-240b-4b72-826c-f490de881c62,fd103141-ba62-4b4e-abd3-759cc7a8287e,761604f8-e0a4-439f-a3e6-3dd75cfdb8f3,ff2133b8-10bc-415d-b23a-e4327f028d59,Root,,not reported at all,TRUE,e,TRUE,"Riken Cell Bank, Tsukuba, Japan",50-100,FALSE,TRUE,TRUE,,e,TRUE,5,,other source,not reported,tmz 500,tmz 500,0,cv,Mean,TRUE,Relative cell viability ,,SD,XTT (colorimetric assay),cv,74b41ea0-014f-4c58-9d60-b79f995f2731,GB,TRUE,,FALSE,Penicillin + Streptomycin,other source,GB,not reported,"PAA Laboratories GmbH Pasching, Austria",51d03dbe-a327-4312-b462-83440b7db506,tmz ,,3500,,,FALSE,,FALSE,,,,tmz ,defined number,,FALSE,number of cells plated is reported,,,
e368d6d0-eeb5-42aa-8aee-4de0c8530da3,ff2133b8-10bc-415d-b23a-e4327f028d59,0ec04f57-b403-40e6-9b7f-b3492f80deed,36121051-e3cd-49c4-92a3-7fa2de34131e,17635dc6-31cb-47c5-a63f-d86f34009fe5,2020-11-09 13:11:32,FALSE,TRUE,Relative cell viability ,Mean,0,SD,5,0.26,0.18,19186688-d8a5-4110-8c70-3dceb05e2900,fd103141-ba62-4b4e-abd3-759cc7a8287e,761604f8-e0a4-439f-a3e6-3dd75cfdb8f3,ff2133b8-10bc-415d-b23a-e4327f028d59,Root,,not reported at all,TRUE,e,TRUE,"Riken Cell Bank, Tsukuba, Japan",50-100,FALSE,TRUE,TRUE,,e,TRUE,5,,other source,not reported,tmz 1000,tmz 1000,0,cv,Mean,TRUE,Relative cell viability ,,SD,XTT (colorimetric assay),cv,74b41ea0-014f-4c58-9d60-b79f995f2731,GB,TRUE,,FALSE,Penicillin + Streptomycin,other source,GB,not reported,"PAA Laboratories GmbH Pasching, Austria",51d03dbe-a327-4312-b462-83440b7db506,tmz ,,3500,,,FALSE,,FALSE,,,,tmz ,defined number,,FALSE,number of cells plated is reported,,,
