StudyID;Title;Authors;Year;DOI;Journal;JIF of journal;Conflicts of interest;Antibiotics;FBS source;Glucose level;Type of untreated control;TMZ source reported?;Cell number;Cell volume;Cell concentration;Volume of added TMZ reported?;Volume of added control;Assay;Number of experiments;Errortype;Errortype reporting;U-87 MG authentication;U-87 MG source;U-87 MG age;Confluence at cell passaging;Time interval between cell passaging;Mycoplasma contamination exclusion;Treatment duration;TMZ concentration;Reporting ratio;Included in meta-analysis?;Mean cell viability;Error cell viability;Cell viability unit;Presented as growth inhibition?;Control?;Sample size calculation;Random group allocation;Blinded outcome assessment;Open-access pre-registered study protocol;Way of calculation for cell viability summary data;Unclear number of independent experiments and replications per experiment;Data presented for every experiment?;Missing data (for particular drug concentrations and/or treatment durations) within an experiment
9cb3f84c-86a8-42e7-9237-77684a4af6ec;Do Anti-Oxidants Vitamin D(3) Melatonin and Alpha-Lipoic Acid Have Synergistic Effects with Temozolomide on Cultured Glioblastoma Cells?;McConnell et al.;2018;10.3390/medicines5020058;Medicines (Basel);NA;it is reported that there are no conflicts of interest ;Penicillin + Streptomycin;Thermo Fischer Scientific, US;high glucose & pyruvate;;TRUE;3000;NA;NA;FALSE;NA;MTT, colorimetric;3;SD;reported;FALSE;ATCC;10;NA;NA;FALSE;3;100;0,6875;TRUE;61;3; % of control;FALSE;FALSE;not reported;not reported;not reported;not available;calculation intransparent;number clear;no data missing;no data points missing
9cb3f84c-86a8-42e7-9237-77684a4af6ec;Do Anti-Oxidants Vitamin D(3) Melatonin and Alpha-Lipoic Acid Have Synergistic Effects with Temozolomide on Cultured Glioblastoma Cells?;McConnell et al.;2018;10.3390/medicines5020058;Medicines (Basel);NA;it is reported that there are no conflicts of interest ;Penicillin + Streptomycin;Thermo Fischer Scientific, US;high glucose & pyruvate;;TRUE;3000;NA;NA;FALSE;NA;MTT, colorimetric;3;SD;reported;FALSE;ATCC;10;NA;NA;FALSE;3;100;0,6875;TRUE;58;4; % of control;FALSE;FALSE;not reported;not reported;not reported;not available;calculation intransparent;number clear;no data missing;no data points missing
9cb3f84c-86a8-42e7-9237-77684a4af6ec;Do Anti-Oxidants Vitamin D(3) Melatonin and Alpha-Lipoic Acid Have Synergistic Effects with Temozolomide on Cultured Glioblastoma Cells?;McConnell et al.;2018;10.3390/medicines5020058;Medicines (Basel);NA;it is reported that there are no conflicts of interest ;Penicillin + Streptomycin;Thermo Fischer Scientific, US;high glucose & pyruvate;;TRUE;3000;NA;NA;FALSE;NA;MTT, colorimetric;3;SD;reported;FALSE;ATCC;10;NA;NA;FALSE;3;100;0,6875;TRUE;53;4; % of control;FALSE;FALSE;not reported;not reported;not reported;not available;calculation intransparent;number clear;no data missing;no data points missing
9deed9c3-3f5b-4d43-89d2-22f128a03258;Long noncoding RNA RP11-838N2.4 enhances the cytotoxic effects of temozolomide by inhibiting the functions of miR-10a in glioblastoma cell lines;Liu et al.;2016;10.18632/oncotarget.9699;Oncotarget;5,168;it is reported that there are no conflicts of interest ;Penicillin + Streptomycin;Thermo Fischer Scientific, US;not reported;Temozolomide is the control group of the experiment;TRUE;10000;NA;NA;FALSE;FALSE;CCK8, colorimetric;3;SD;reported;FALSE;other;;NA;NA;FALSE;1;50;0,5625;FALSE;0,54;0,07;Absorbance at 450 nm;FALSE;FALSE;not reported;not reported;not reported;not available;calculation intransparent;number clear;no data missing;no data points missing
9deed9c3-3f5b-4d43-89d2-22f128a03258;Long noncoding RNA RP11-838N2.4 enhances the cytotoxic effects of temozolomide by inhibiting the functions of miR-10a in glioblastoma cell lines;Liu et al.;2016;10.18632/oncotarget.9699;Oncotarget;5,168;it is reported that there are no conflicts of interest ;Penicillin + Streptomycin;Thermo Fischer Scientific, US;not reported;Temozolomide is the control group of the experiment;TRUE;10000;NA;NA;FALSE;FALSE;CCK8, colorimetric;3;SD;reported;FALSE;other;;NA;NA;FALSE;2;50;0,5625;FALSE;0,76;0,03;Absorbance at 450 nm;FALSE;FALSE;not reported;not reported;not reported;not available;calculation intransparent;number clear;no data missing;no data points missing
9deed9c3-3f5b-4d43-89d2-22f128a03258;Long noncoding RNA RP11-838N2.4 enhances the cytotoxic effects of temozolomide by inhibiting the functions of miR-10a in glioblastoma cell lines;Liu et al.;2016;10.18632/oncotarget.9699;Oncotarget;5,168;it is reported that there are no conflicts of interest ;Penicillin + Streptomycin;Thermo Fischer Scientific, US;not reported;Temozolomide is the control group of the experiment;TRUE;10000;NA;NA;FALSE;FALSE;CCK8, colorimetric;3;SD;reported;FALSE;other;;NA;NA;FALSE;3;50;0,5625;FALSE;0,93;0,04;Absorbance at 450 nm;FALSE;FALSE;not reported;not reported;not reported;not available;calculation intransparent;number clear;no data missing;no data points missing
9deed9c3-3f5b-4d43-89d2-22f128a03258;Long noncoding RNA RP11-838N2.4 enhances the cytotoxic effects of temozolomide by inhibiting the functions of miR-10a in glioblastoma cell lines;Liu et al.;2016;10.18632/oncotarget.9699;Oncotarget;5,168;it is reported that there are no conflicts of interest ;Penicillin + Streptomycin;Thermo Fischer Scientific, US;not reported;Temozolomide is the control group of the experiment;TRUE;10000;NA;NA;FALSE;FALSE;CCK8, colorimetric;3;SD;reported;FALSE;other;;NA;NA;FALSE;4;50;0,5625;FALSE;1,17;0,07;Absorbance at 450 nm;FALSE;FALSE;not reported;not reported;not reported;not available;calculation intransparent;number clear;no data missing;no data points missing
9deed9c3-3f5b-4d43-89d2-22f128a03258;Long noncoding RNA RP11-838N2.4 enhances the cytotoxic effects of temozolomide by inhibiting the functions of miR-10a in glioblastoma cell lines;Liu et al.;2016;10.18632/oncotarget.9699;Oncotarget;5,168;it is reported that there are no conflicts of interest ;Penicillin + Streptomycin;Thermo Fischer Scientific, US;not reported;Temozolomide is the control group of the experiment;TRUE;10000;NA;NA;FALSE;FALSE;CCK8, colorimetric;3;SD;reported;FALSE;other;;NA;NA;FALSE;5;50;0,5625;FALSE;137;0,04;Absorbance at 450 nm;FALSE;FALSE;not reported;not reported;not reported;not available;calculation intransparent;number clear;no data missing;no data points missing
9f69cc7c-6213-447a-8b4f-d0b3d080596a;The HIV-derived protein Vpr52-96 has anti-glioma activity in vitro and in vivo;K?bler et al.;2016;10.1158/1538-7445.AM2015-4458;Oncotarget;5,168;it is reported that there are no conflicts of interest ;Penicillin + Streptomycin;not reported;not reported;DMSO;NA;NA;80;NA;NA;FALSE;MTT, colorimetric;3;SD;reported;FALSE;ATCC;;NA;NA;FALSE;3;0;0,5;TRUE;100;3;Vital cells (%);FALSE;TRUE;not reported;not reported;not reported;not available;calculation intransparent;number unclear;data missing;no data points missing
9f69cc7c-6213-447a-8b4f-d0b3d080596a;The HIV-derived protein Vpr52-96 has anti-glioma activity in vitro and in vivo;K?bler et al.;2016;10.1158/1538-7445.AM2015-4458;Oncotarget;5,168;it is reported that there are no conflicts of interest ;Penicillin + Streptomycin;not reported;not reported;;FALSE;NA;80;NA;TRUE;NA;MTT, colorimetric;3;SD;reported;FALSE;ATCC;;NA;NA;FALSE;3;10;0,5;TRUE;96;3;Vital cells (%);FALSE;FALSE;not reported;not reported;not reported;not available;calculation intransparent;number unclear;data missing;no data points missing
9f69cc7c-6213-447a-8b4f-d0b3d080596a;The HIV-derived protein Vpr52-96 has anti-glioma activity in vitro and in vivo;K?bler et al.;2016;10.1158/1538-7445.AM2015-4458;Oncotarget;5,168;it is reported that there are no conflicts of interest ;Penicillin + Streptomycin;not reported;not reported;;FALSE;NA;80;NA;TRUE;NA;MTT, colorimetric;3;SD;reported;FALSE;ATCC;;NA;NA;FALSE;3;100;0,5;TRUE;85;7;Vital cells (%);FALSE;FALSE;not reported;not reported;not reported;not available;calculation intransparent;number unclear;data missing;no data points missing
9f69cc7c-6213-447a-8b4f-d0b3d080596a;The HIV-derived protein Vpr52-96 has anti-glioma activity in vitro and in vivo;K?bler et al.;2016;10.1158/1538-7445.AM2015-4458;Oncotarget;5,168;it is reported that there are no conflicts of interest ;Penicillin + Streptomycin;not reported;not reported;;FALSE;NA;80;NA;TRUE;NA;MTT, colorimetric;3;SD;reported;FALSE;ATCC;;NA;NA;FALSE;3;250;0,5;TRUE;87;8;Vital cells (%);FALSE;FALSE;not reported;not reported;not reported;not available;calculation intransparent;number unclear;data missing;no data points missing
9f69cc7c-6213-447a-8b4f-d0b3d080596a;The HIV-derived protein Vpr52-96 has anti-glioma activity in vitro and in vivo;K?bler et al.;2016;10.1158/1538-7445.AM2015-4458;Oncotarget;5,168;it is reported that there are no conflicts of interest ;Penicillin + Streptomycin;not reported;not reported;;FALSE;NA;80;NA;TRUE;NA;MTT, colorimetric;3;SD;reported;FALSE;ATCC;;NA;NA;FALSE;3;50;0,5;TRUE;89;3;Vital cells (%);FALSE;FALSE;not reported;not reported;not reported;not available;calculation intransparent;number unclear;data missing;no data points missing
9f69cc7c-6213-447a-8b4f-d0b3d080596a;The HIV-derived protein Vpr52-96 has anti-glioma activity in vitro and in vivo;K?bler et al.;2016;10.1158/1538-7445.AM2015-4458;Oncotarget;5,168;it is reported that there are no conflicts of interest ;Penicillin + Streptomycin;not reported;not reported;;FALSE;NA;80;NA;TRUE;NA;MTT, colorimetric;3;SD;reported;FALSE;ATCC;;NA;NA;FALSE;3;500;0,5;TRUE;84;6;Vital cells (%);FALSE;FALSE;not reported;not reported;not reported;not available;calculation intransparent;number unclear;data missing;no data points missing
a21e9270-0aa7-4563-9499-5a6ea72b652e;Suppression of the Eag1 potassium channel sensitizes glioblastoma cells to injury caused by temozolomide;Sales et al.;2016;10.3892/ol.2016.4992;ONCOLOGY LETTERS;1,39;not reported at all;Penicillin + Streptomycin;Thermo Fischer Scientific, US;not reported;not reported;NA;10000;NA;NA;NA;FALSE;MTT, colorimetric;8;SEM;reported;FALSE;other;;NA;NA;FALSE;1;0;0,4375;TRUE;100;2;Cell viability (% of control);FALSE;TRUE;not reported;not reported;not reported;not available;calculation intransparent;number clear;no data missing;no data points missing
a21e9270-0aa7-4563-9499-5a6ea72b652e;Suppression of the Eag1 potassium channel sensitizes glioblastoma cells to injury caused by temozolomide;Sales et al.;2016;10.3892/ol.2016.4992;ONCOLOGY LETTERS;1,39;not reported at all;Penicillin + Streptomycin;Thermo Fischer Scientific, US;not reported;not reported;NA;10000;NA;NA;NA;FALSE;MTT, colorimetric;8;SEM;reported;FALSE;other;;NA;NA;FALSE;2;0;0,4375;TRUE;99,9;2,8;Cell viability (% of control);FALSE;TRUE;not reported;not reported;not reported;not available;calculation intransparent;number clear;no data missing;no data points missing
a21e9270-0aa7-4563-9499-5a6ea72b652e;Suppression of the Eag1 potassium channel sensitizes glioblastoma cells to injury caused by temozolomide;Sales et al.;2016;10.3892/ol.2016.4992;ONCOLOGY LETTERS;1,39;not reported at all;Penicillin + Streptomycin;Thermo Fischer Scientific, US;not reported;not reported;NA;10000;NA;NA;NA;FALSE;MTT, colorimetric;8;SEM;reported;FALSE;other;;NA;NA;FALSE;3;0;0,4375;TRUE;100;2,4;Cell viability (% of control);FALSE;TRUE;not reported;not reported;not reported;not available;calculation intransparent;number clear;no data missing;no data points missing
a21e9270-0aa7-4563-9499-5a6ea72b652e;Suppression of the Eag1 potassium channel sensitizes glioblastoma cells to injury caused by temozolomide;Sales et al.;2016;10.3892/ol.2016.4992;ONCOLOGY LETTERS;1,39;not reported at all;Penicillin + Streptomycin;Thermo Fischer Scientific, US;not reported;;TRUE;10000;NA;NA;FALSE;NA;MTT, colorimetric;8;SEM;reported;FALSE;other;;NA;NA;FALSE;1;125;0,4375;TRUE;91,5;2;Cell viability (% of control);FALSE;FALSE;not reported;not reported;not reported;not available;calculation intransparent;number clear;no data missing;no data points missing
a21e9270-0aa7-4563-9499-5a6ea72b652e;Suppression of the Eag1 potassium channel sensitizes glioblastoma cells to injury caused by temozolomide;Sales et al.;2016;10.3892/ol.2016.4992;ONCOLOGY LETTERS;1,39;not reported at all;Penicillin + Streptomycin;Thermo Fischer Scientific, US;not reported;;TRUE;10000;NA;NA;FALSE;NA;MTT, colorimetric;8;SEM;reported;FALSE;other;;NA;NA;FALSE;2;125;0,4375;TRUE;87,5;2;Cell viability (% of control);FALSE;FALSE;not reported;not reported;not reported;not available;calculation intransparent;number clear;no data missing;no data points missing
a21e9270-0aa7-4563-9499-5a6ea72b652e;Suppression of the Eag1 potassium channel sensitizes glioblastoma cells to injury caused by temozolomide;Sales et al.;2016;10.3892/ol.2016.4992;ONCOLOGY LETTERS;1,39;not reported at all;Penicillin + Streptomycin;Thermo Fischer Scientific, US;not reported;;TRUE;10000;NA;NA;FALSE;NA;MTT, colorimetric;8;SEM;reported;FALSE;other;;NA;NA;FALSE;3;125;0,4375;TRUE;89,8;1,7;Cell viability (% of control);FALSE;FALSE;not reported;not reported;not reported;not available;calculation intransparent;number clear;no data missing;no data points missing
a21e9270-0aa7-4563-9499-5a6ea72b652e;Suppression of the Eag1 potassium channel sensitizes glioblastoma cells to injury caused by temozolomide;Sales et al.;2016;10.3892/ol.2016.4992;ONCOLOGY LETTERS;1,39;not reported at all;Penicillin + Streptomycin;Thermo Fischer Scientific, US;not reported;;TRUE;10000;NA;NA;FALSE;NA;MTT, colorimetric;8;SEM;reported;FALSE;other;;NA;NA;FALSE;1;250;0,4375;TRUE;83,6;1,7;Cell viability (% of control);FALSE;FALSE;not reported;not reported;not reported;not available;calculation intransparent;number clear;no data missing;no data points missing
a21e9270-0aa7-4563-9499-5a6ea72b652e;Suppression of the Eag1 potassium channel sensitizes glioblastoma cells to injury caused by temozolomide;Sales et al.;2016;10.3892/ol.2016.4992;ONCOLOGY LETTERS;1,39;not reported at all;Penicillin + Streptomycin;Thermo Fischer Scientific, US;not reported;;TRUE;10000;NA;NA;FALSE;NA;MTT, colorimetric;8;SEM;reported;FALSE;other;;NA;NA;FALSE;2;250;0,4375;TRUE;75;2,8;Cell viability (% of control);FALSE;FALSE;not reported;not reported;not reported;not available;calculation intransparent;number clear;no data missing;no data points missing
a21e9270-0aa7-4563-9499-5a6ea72b652e;Suppression of the Eag1 potassium channel sensitizes glioblastoma cells to injury caused by temozolomide;Sales et al.;2016;10.3892/ol.2016.4992;ONCOLOGY LETTERS;1,39;not reported at all;Penicillin + Streptomycin;Thermo Fischer Scientific, US;not reported;;TRUE;10000;NA;NA;FALSE;NA;MTT, colorimetric;8;SEM;reported;FALSE;other;;NA;NA;FALSE;3;250;0,4375;TRUE;53,6;5,1;Cell viability (% of control);FALSE;FALSE;not reported;not reported;not reported;not available;calculation intransparent;number clear;no data missing;no data points missing
a21e9270-0aa7-4563-9499-5a6ea72b652e;Suppression of the Eag1 potassium channel sensitizes glioblastoma cells to injury caused by temozolomide;Sales et al.;2016;10.3892/ol.2016.4992;ONCOLOGY LETTERS;1,39;not reported at all;Penicillin + Streptomycin;Thermo Fischer Scientific, US;not reported;;TRUE;10000;NA;NA;FALSE;NA;MTT, colorimetric;8;SEM;reported;FALSE;other;;NA;NA;FALSE;1;500;0,4375;TRUE;58,7;1,7;Cell viability (% of control);FALSE;FALSE;not reported;not reported;not reported;not available;calculation intransparent;number clear;no data missing;no data points missing
a21e9270-0aa7-4563-9499-5a6ea72b652e;Suppression of the Eag1 potassium channel sensitizes glioblastoma cells to injury caused by temozolomide;Sales et al.;2016;10.3892/ol.2016.4992;ONCOLOGY LETTERS;1,39;not reported at all;Penicillin + Streptomycin;Thermo Fischer Scientific, US;not reported;;TRUE;10000;NA;NA;FALSE;NA;MTT, colorimetric;8;SEM;reported;FALSE;other;;NA;NA;FALSE;2;500;0,4375;TRUE;19,8;1,2;Cell viability (% of control);FALSE;FALSE;not reported;not reported;not reported;not available;calculation intransparent;number clear;no data missing;no data points missing
a21e9270-0aa7-4563-9499-5a6ea72b652e;Suppression of the Eag1 potassium channel sensitizes glioblastoma cells to injury caused by temozolomide;Sales et al.;2016;10.3892/ol.2016.4992;ONCOLOGY LETTERS;1,39;not reported at all;Penicillin + Streptomycin;Thermo Fischer Scientific, US;not reported;;TRUE;10000;NA;NA;FALSE;NA;MTT, colorimetric;8;SEM;reported;FALSE;other;;NA;NA;FALSE;3;500;0,4375;TRUE;12,4;0,8;Cell viability (% of control);FALSE;FALSE;not reported;not reported;not reported;not available;calculation intransparent;number clear;no data missing;no data points missing
a47caeef-d61b-4b62-9781-d0a59f1bdf0c;Afatinib and Temozolomide combination inhibits tumorigenesis by targeting EGFRvIII-cMet signaling in glioblastoma cells;Vengoji et al.;2019;10.1186/s13046-019-1264-2;Journal of Experimental & Clinical Cancer Research;7,068;it is reported that there are conflicts of interest ;not reported;not reported;high glucose & pyruvate;DMSO;NA;3000;NA;NA;NA;FALSE;MTT, colorimetric;3;SD;reported;TRUE;colleagues;15;NA;NA;FALSE;2;0;0,625;TRUE;100;7; Viability (%);FALSE;TRUE;not reported;not reported;not reported;not available;calculation intransparent;number unclear;no data missing;no data points missing
a47caeef-d61b-4b62-9781-d0a59f1bdf0c;Afatinib and Temozolomide combination inhibits tumorigenesis by targeting EGFRvIII-cMet signaling in glioblastoma cells;Vengoji et al.;2019;10.1186/s13046-019-1264-2;Journal of Experimental & Clinical Cancer Research;7,068;it is reported that there are conflicts of interest ;not reported;not reported;high glucose & pyruvate;DMSO;NA;3000;NA;NA;NA;FALSE;MTT, colorimetric;3;SD;reported;TRUE;colleagues;15;NA;NA;FALSE;3;0;0,625;TRUE;100;7; Viability (%);FALSE;TRUE;not reported;not reported;not reported;not available;calculation intransparent;number unclear;no data missing;no data points missing
a47caeef-d61b-4b62-9781-d0a59f1bdf0c;Afatinib and Temozolomide combination inhibits tumorigenesis by targeting EGFRvIII-cMet signaling in glioblastoma cells;Vengoji et al.;2019;10.1186/s13046-019-1264-2;Journal of Experimental & Clinical Cancer Research;7,068;it is reported that there are conflicts of interest ;not reported;not reported;high glucose & pyruvate;;TRUE;3000;NA;NA;FALSE;NA;MTT, colorimetric;3;SD;reported;TRUE;colleagues;15;NA;NA;FALSE;2;10;0,625;TRUE;97;12; Viability (%);FALSE;FALSE;not reported;not reported;not reported;not available;calculation intransparent;number unclear;no data missing;no data points missing
a47caeef-d61b-4b62-9781-d0a59f1bdf0c;Afatinib and Temozolomide combination inhibits tumorigenesis by targeting EGFRvIII-cMet signaling in glioblastoma cells;Vengoji et al.;2019;10.1186/s13046-019-1264-2;Journal of Experimental & Clinical Cancer Research;7,068;it is reported that there are conflicts of interest ;not reported;not reported;high glucose & pyruvate;;TRUE;3000;NA;NA;FALSE;NA;MTT, colorimetric;3;SD;reported;TRUE;colleagues;15;NA;NA;FALSE;3;10;0,625;TRUE;90;20; Viability (%);FALSE;FALSE;not reported;not reported;not reported;not available;calculation intransparent;number unclear;no data missing;no data points missing
a47caeef-d61b-4b62-9781-d0a59f1bdf0c;Afatinib and Temozolomide combination inhibits tumorigenesis by targeting EGFRvIII-cMet signaling in glioblastoma cells;Vengoji et al.;2019;10.1186/s13046-019-1264-2;Journal of Experimental & Clinical Cancer Research;7,068;it is reported that there are conflicts of interest ;not reported;not reported;high glucose & pyruvate;;TRUE;3000;NA;NA;FALSE;NA;MTT, colorimetric;3;SD;reported;TRUE;colleagues;15;NA;NA;FALSE;2;100;0,625;TRUE;85;14; Viability (%);FALSE;FALSE;not reported;not reported;not reported;not available;calculation intransparent;number unclear;no data missing;no data points missing
a47caeef-d61b-4b62-9781-d0a59f1bdf0c;Afatinib and Temozolomide combination inhibits tumorigenesis by targeting EGFRvIII-cMet signaling in glioblastoma cells;Vengoji et al.;2019;10.1186/s13046-019-1264-2;Journal of Experimental & Clinical Cancer Research;7,068;it is reported that there are conflicts of interest ;not reported;not reported;high glucose & pyruvate;;TRUE;3000;NA;NA;FALSE;NA;MTT, colorimetric;3;SD;reported;TRUE;colleagues;15;NA;NA;FALSE;3;100;0,625;TRUE;65;5; Viability (%);FALSE;FALSE;not reported;not reported;not reported;not available;calculation intransparent;number unclear;no data missing;no data points missing
a47caeef-d61b-4b62-9781-d0a59f1bdf0c;Afatinib and Temozolomide combination inhibits tumorigenesis by targeting EGFRvIII-cMet signaling in glioblastoma cells;Vengoji et al.;2019;10.1186/s13046-019-1264-2;Journal of Experimental & Clinical Cancer Research;7,068;it is reported that there are conflicts of interest ;not reported;not reported;high glucose & pyruvate;;TRUE;3000;NA;NA;FALSE;NA;MTT, colorimetric;3;SD;reported;TRUE;colleagues;15;NA;NA;FALSE;2;200;0,625;TRUE;78;18; Viability (%);FALSE;FALSE;not reported;not reported;not reported;not available;calculation intransparent;number unclear;no data missing;no data points missing
a47caeef-d61b-4b62-9781-d0a59f1bdf0c;Afatinib and Temozolomide combination inhibits tumorigenesis by targeting EGFRvIII-cMet signaling in glioblastoma cells;Vengoji et al.;2019;10.1186/s13046-019-1264-2;Journal of Experimental & Clinical Cancer Research;7,068;it is reported that there are conflicts of interest ;not reported;not reported;high glucose & pyruvate;;TRUE;3000;NA;NA;FALSE;NA;MTT, colorimetric;3;SD;reported;TRUE;colleagues;15;NA;NA;FALSE;3;200;0,625;TRUE;64;6; Viability (%);FALSE;FALSE;not reported;not reported;not reported;not available;calculation intransparent;number unclear;no data missing;no data points missing
a47caeef-d61b-4b62-9781-d0a59f1bdf0c;Afatinib and Temozolomide combination inhibits tumorigenesis by targeting EGFRvIII-cMet signaling in glioblastoma cells;Vengoji et al.;2019;10.1186/s13046-019-1264-2;Journal of Experimental & Clinical Cancer Research;7,068;it is reported that there are conflicts of interest ;not reported;not reported;high glucose & pyruvate;;TRUE;3000;NA;NA;FALSE;NA;MTT, colorimetric;3;SD;reported;TRUE;colleagues;15;NA;NA;FALSE;2;25;0,625;TRUE;84;7; Viability (%);FALSE;FALSE;not reported;not reported;not reported;not available;calculation intransparent;number unclear;no data missing;no data points missing
a47caeef-d61b-4b62-9781-d0a59f1bdf0c;Afatinib and Temozolomide combination inhibits tumorigenesis by targeting EGFRvIII-cMet signaling in glioblastoma cells;Vengoji et al.;2019;10.1186/s13046-019-1264-2;Journal of Experimental & Clinical Cancer Research;7,068;it is reported that there are conflicts of interest ;not reported;not reported;high glucose & pyruvate;;TRUE;3000;NA;NA;FALSE;NA;MTT, colorimetric;3;SD;reported;TRUE;colleagues;15;NA;NA;FALSE;3;25;0,625;TRUE;73;3; Viability (%);FALSE;FALSE;not reported;not reported;not reported;not available;calculation intransparent;number unclear;no data missing;no data points missing
a47caeef-d61b-4b62-9781-d0a59f1bdf0c;Afatinib and Temozolomide combination inhibits tumorigenesis by targeting EGFRvIII-cMet signaling in glioblastoma cells;Vengoji et al.;2019;10.1186/s13046-019-1264-2;Journal of Experimental & Clinical Cancer Research;7,068;it is reported that there are conflicts of interest ;not reported;not reported;high glucose & pyruvate;;TRUE;3000;NA;NA;FALSE;NA;MTT, colorimetric;3;SD;reported;TRUE;colleagues;15;NA;NA;FALSE;2;300;0,625;TRUE;76;11; Viability (%);FALSE;FALSE;not reported;not reported;not reported;not available;calculation intransparent;number unclear;no data missing;no data points missing
a47caeef-d61b-4b62-9781-d0a59f1bdf0c;Afatinib and Temozolomide combination inhibits tumorigenesis by targeting EGFRvIII-cMet signaling in glioblastoma cells;Vengoji et al.;2019;10.1186/s13046-019-1264-2;Journal of Experimental & Clinical Cancer Research;7,068;it is reported that there are conflicts of interest ;not reported;not reported;high glucose & pyruvate;;TRUE;3000;NA;NA;FALSE;NA;MTT, colorimetric;3;SD;reported;TRUE;colleagues;15;NA;NA;FALSE;3;300;0,625;TRUE;46;1; Viability (%);FALSE;FALSE;not reported;not reported;not reported;not available;calculation intransparent;number unclear;no data missing;no data points missing
a47caeef-d61b-4b62-9781-d0a59f1bdf0c;Afatinib and Temozolomide combination inhibits tumorigenesis by targeting EGFRvIII-cMet signaling in glioblastoma cells;Vengoji et al.;2019;10.1186/s13046-019-1264-2;Journal of Experimental & Clinical Cancer Research;7,068;it is reported that there are conflicts of interest ;not reported;not reported;high glucose & pyruvate;;TRUE;3000;NA;NA;FALSE;NA;MTT, colorimetric;3;SD;reported;TRUE;colleagues;15;NA;NA;FALSE;2;50;0,625;TRUE;82;3; Viability (%);FALSE;FALSE;not reported;not reported;not reported;not available;calculation intransparent;number unclear;no data missing;no data points missing
a47caeef-d61b-4b62-9781-d0a59f1bdf0c;Afatinib and Temozolomide combination inhibits tumorigenesis by targeting EGFRvIII-cMet signaling in glioblastoma cells;Vengoji et al.;2019;10.1186/s13046-019-1264-2;Journal of Experimental & Clinical Cancer Research;7,068;it is reported that there are conflicts of interest ;not reported;not reported;high glucose & pyruvate;;TRUE;3000;NA;NA;FALSE;NA;MTT, colorimetric;3;SD;reported;TRUE;colleagues;15;NA;NA;FALSE;3;50;0,625;TRUE;70;11; Viability (%);FALSE;FALSE;not reported;not reported;not reported;not available;calculation intransparent;number unclear;no data missing;no data points missing
a47caeef-d61b-4b62-9781-d0a59f1bdf0c;Afatinib and Temozolomide combination inhibits tumorigenesis by targeting EGFRvIII-cMet signaling in glioblastoma cells;Vengoji et al.;2019;10.1186/s13046-019-1264-2;Journal of Experimental & Clinical Cancer Research;7,068;it is reported that there are conflicts of interest ;not reported;not reported;high glucose & pyruvate;;TRUE;3000;NA;NA;FALSE;NA;MTT, colorimetric;3;SD;reported;TRUE;colleagues;15;NA;NA;FALSE;2;500;0,625;TRUE;62;3; Viability (%);FALSE;FALSE;not reported;not reported;not reported;not available;calculation intransparent;number unclear;no data missing;no data points missing
a47caeef-d61b-4b62-9781-d0a59f1bdf0c;Afatinib and Temozolomide combination inhibits tumorigenesis by targeting EGFRvIII-cMet signaling in glioblastoma cells;Vengoji et al.;2019;10.1186/s13046-019-1264-2;Journal of Experimental & Clinical Cancer Research;7,068;it is reported that there are conflicts of interest ;not reported;not reported;high glucose & pyruvate;;TRUE;3000;NA;NA;FALSE;NA;MTT, colorimetric;3;SD;reported;TRUE;colleagues;15;NA;NA;FALSE;3;500;0,625;TRUE;42;5; Viability (%);FALSE;FALSE;not reported;not reported;not reported;not available;calculation intransparent;number unclear;no data missing;no data points missing
a5eea77e-d942-42de-9d14-318ea8c5a802;Olanzapine inhibits proliferation migration and anchorage-independent growth in human glioblastoma cell lines and enhances temozolomide's antiproliferative effect;Karpel-Massler et al.;2014;10.1007/s11060-014-1688-7;Journal of Neuro-Oncology;3,07;it is reported that there are no conflicts of interest ;Penicillin + Streptomycin;Thermo Fischer Scientific, US;not reported;not reported;NA;1500;NA;NA;NA;FALSE;MTT, colorimetric;3;SD;reported;FALSE;ATCC;;NA;NA;FALSE;6;0;0,5;FALSE;100;0;cell viability (% of control);FALSE;TRUE;not reported;not reported;not reported;not available;calculation transparent;number clear;no data missing;no data points missing
a5eea77e-d942-42de-9d14-318ea8c5a802;Olanzapine inhibits proliferation migration and anchorage-independent growth in human glioblastoma cell lines and enhances temozolomide's antiproliferative effect;Karpel-Massler et al.;2014;10.1007/s11060-014-1688-7;Journal of Neuro-Oncology;3,07;it is reported that there are no conflicts of interest ;Penicillin + Streptomycin;Thermo Fischer Scientific, US;not reported;;TRUE;1500;NA;NA;FALSE;NA;MTT, colorimetric;3;SD;reported;FALSE;ATCC;;NA;NA;FALSE;6;NA;0,5;FALSE;48,5;10,8;cell viability (% of control);FALSE;NA;not reported;not reported;not reported;not available;calculation transparent;number clear;no data missing;no data points missing
a729a71e-a8ac-4201-98fc-13363c7932a6;Inhibition of STAT3 reverses alkylator resistance through modulation of the AKT and beta-catenin signaling pathways;Wang et al.;2011;10.3892/or.2011.1396;ONCOLOGY REPORTS;1,835;not reported at all;not reported;not reported;not reported;not reported;NA;4000;NA;NA;NA;FALSE;MTT, colorimetric;3;SD;reported;FALSE;Cell Bank of the Chinese Academy of Sciences (Shanghai, China);;NA;80;FALSE;2;0;0,375;TRUE;100;0,5;Cell growth (%);FALSE;TRUE;not reported;not reported;not reported;not available;calculation transparent;number clear;no data missing;no data points missing
